Sample,X_train
2832,[0.47365457]
2833,[0.90765049]
2834,[1.41657633]
2835,[2.02231851]
2836,[1.29827042]
2837,[2.29170853]
2838,[2.14228388]
2839,[1.30249172]
2840,[0.62516508]
2841,[0.8563578]
2842,[1.86106191]
2843,[0.28221409]
2844,[0.27008721]
2845,[0.82378833]
2846,[1.41541606]
2847,[1.00913591]
2848,[1.99807414]
2849,[2.21375044]
2850,[0.48350398]
2851,[0.02120247]
2852,[2.49389135]
2853,[0.1941751]
2854,[1.40410707]
2855,[1.33421426]
2856,[0.78537752]
2857,[1.19371863]
2858,[0.3012224]
2859,[1.55021679]
2860,[0.59799271]
2861,[0.97336284]
2862,[1.56405819]
2863,[1.48142664]
2864,[0.75022376]
2865,[2.08176802]
2866,[1.02992512]
2867,[1.87391649]
2868,[0.73816541]
2869,[0.25750893]
2870,[2.06029601]
2871,[1.98526004]
2872,[0.76307289]
2873,[2.17170322]
2874,[0.16685075]
2875,[2.0901509]
2876,[0.42403074]
2877,[0.50999949]
2878,[1.86914765]
2879,[0.70254056]
2880,[1.08876734]
2881,[0.06305714]
2882,[2.20515856]
2883,[1.84641992]
2884,[1.09979694]
2885,[0.5717366]
2886,[2.25410806]
2887,[1.54263697]
2888,[1.49051177]
2889,[1.27939042]
2890,[1.03055715]
2891,[2.42301805]
2892,[1.21136754]
2893,[0.44427865]
2894,[1.95438253]
2895,[0.09391024]
2896,[1.37465127]
2897,[0.18545808]
2898,[2.20591821]
2899,[0.42364384]
2900,[0.91716514]
2901,[0.92812985]
2902,[2.17200397]
2903,[2.25458006]
2904,[2.36729725]
2905,[2.12774143]
2906,[1.20731085]
2907,[0.62632591]
2908,[1.69161826]
2909,[1.01874949]
2910,[2.2221863]
2911,[1.63308365]
2912,[0.21677556]
2913,[0.67071175]
2914,[2.21224277]
2915,[1.0825431]
2916,[1.70369133]
2917,[1.53442458]
2918,[0.70968074]
2919,[2.0242828]
2920,[1.24702319]
2921,[1.76908989]
2922,[0.81707528]
2923,[1.86853394]
2924,[0.62488032]
2925,[1.12240184]
2926,[1.59745936]
2927,[1.13827585]
2928,[2.06871958]
2929,[1.33244627]
2930,[2.4589125]
2931,[2.24299657]
2932,[0.43250405]
2933,[1.06698742]
2934,[2.48090426]
2935,[0.5591154]
2936,[0.77100508]
2937,[1.22700937]
2938,[1.722073]
2939,[2.0678478]
2940,[2.02820519]
2941,[0.95842117]
2942,[2.46019425]
2943,[1.57775865]
2944,[2.13363993]
2945,[1.42404418]
2946,[1.01146945]
2947,[2.08274647]
2948,[2.39224594]
2949,[0.91354112]
2950,[1.25695962]
2951,[0.29005729]
2952,[1.93402347]
2953,[1.77447235]
2954,[2.21939728]
2955,[0.33172614]
2956,[1.781316]
2957,[0.82064816]
2958,[2.08549305]
2959,[0.29609823]
2960,[1.83146657]
2961,[1.44668952]
2962,[0.93717846]
2963,[1.79059861]
2964,[0.50745658]
2965,[1.76611258]
2966,[0.86437366]
2967,[0.5120748]
2968,[1.78716821]
2969,[2.13189762]
2970,[1.31865289]
2971,[1.62266469]
2972,[2.3066951]
2973,[1.65067809]
2974,[1.04426773]
2975,[0.74249827]
2976,[1.70840647]
2977,[1.44332563]
2978,[1.87807462]
2979,[0.3577477]
2980,[1.36314856]
2981,[1.69096283]
2982,[1.07862914]
2983,[1.90178057]
2984,[1.6575084]
2985,[2.35591628]
2986,[2.30318115]
2987,[2.30543864]
2988,[1.67141184]
2989,[2.14597167]
2990,[0.83732752]
2991,[0.62093849]
2992,[0.72830022]
2993,[2.35272385]
2994,[1.16415322]
2995,[2.26338368]
2996,[0.31947008]
2997,[2.44082824]
2998,[0.35019696]
2999,[0.47676071]
3000,[2.13460943]
3001,[1.3766209]
3002,[1.70401563]
3003,[0.64011032]
3004,[1.87910121]
3005,[1.5040771]
3006,[1.21436649]
3007,[1.63812198]
3008,[0.71623403]
3009,[2.39896107]
3010,[1.37272485]
3011,[1.14401105]
3012,[0.37293001]
3013,[0.55225473]
3014,[0.25372382]
3015,[0.42688183]
3016,[2.036184]
3017,[1.99895128]
3018,[0.58211154]
3019,[1.7014237]
3020,[2.26541155]
3021,[1.75871094]
3022,[0.63754513]
3023,[0.80755628]
3024,[2.17335145]
3025,[0.8501225]
3026,[0.99978034]
3027,[2.23593517]
3028,[1.0339872]
3029,[2.10258743]
3030,[0.5857142]
3031,[2.0813045]
3032,[1.46790049]
3033,[1.78691115]
3034,[0.90617244]
3035,[1.70001359]
3036,[1.66517606]
3037,[2.10651796]
3038,[0.47241221]
3039,[0.93287442]
3040,[1.61369233]
3041,[2.04322747]
3042,[2.00362189]
3043,[2.13077618]
3044,[2.2201107]
3045,[0.22861957]
3046,[1.91347817]
3047,[0.28295287]
3048,[0.67394166]
3049,[1.37054973]
3050,[2.10362496]
3051,[2.2725468]
3052,[2.17696631]
3053,[0.63713828]
3054,[1.64896827]
3055,[0.67794784]
3056,[1.12954631]
3057,[1.68939829]
3058,[1.64058149]
3059,[0.84447143]
3060,[0.05662685]
3061,[0.11378452]
3062,[1.62631088]
3063,[0.19625923]
3064,[0.38081456]
3065,[1.68102172]
3066,[0.01097922]
3067,[1.88708315]
3068,[1.69005311]
3069,[1.62016882]
3070,[0.25338595]
3071,[1.21293867]
3072,[1.08114751]
3073,[0.6326364]
3074,[1.21462838]
3075,[0.82533708]
3076,[0.39697272]
3077,[1.76382514]
3078,[1.89962618]
3079,[0.22484915]
3080,[2.13568319]
3081,[1.14937173]
3082,[2.34758872]
3083,[1.37780029]
3084,[1.31720711]
3085,[1.5756309]
3086,[1.93335145]
3087,[2.1639794]
3088,[1.7443815]
3089,[1.22144405]
3090,[0.39950264]
3091,[2.48603109]
3092,[0.32665481]
3093,[0.20196442]
3094,[2.3394205]
3095,[1.81231705]
3096,[1.16661864]
3097,[0.17385733]
3098,[1.9245108]
3099,[2.42384562]
3100,[1.48858136]
3101,[0.58235076]
3102,[0.10566584]
3103,[1.43339773]
3104,[0.37227729]
3105,[1.04147075]
3106,[1.73952927]
3107,[0.3062987]
3108,[0.43834792]
3109,[0.43990973]
3110,[2.23191883]
3111,[1.31977637]
3112,[2.32706379]
3113,[2.40837245]
3114,[0.81631132]
3115,[0.92844236]
3116,[1.55521576]
3117,[1.30276355]
3118,[0.53436458]
3119,[0.13588816]
3120,[1.66961492]
3121,[1.89986452]
3122,[0.53589946]
3123,[0.10111952]
3124,[1.5413682]
3125,[0.26327995]
3126,[1.94603098]
3127,[0.52775418]
3128,[2.41467346]
3129,[0.17680769]
3130,[1.39617156]
3131,[2.26068595]
3132,[0.27368752]
3133,[0.8185089]
3134,[1.4882256]
3135,[2.08934939]
3136,[0.70272488]
3137,[0.58271187]
3138,[1.82816049]
3139,[0.03704856]
3140,[2.37674779]
3141,[2.2791629]
3142,[0.64523717]
3143,[1.446513]
3144,[2.08481543]
3145,[0.47012283]
3146,[0.7927431]
3147,[0.46851898]
3148,[1.72398762]
3149,[2.28437351]
3150,[0.08751101]
3151,[2.49150956]
3152,[0.04164375]
3153,[1.23428639]
3154,[2.46804781]
3155,[2.03466292]
3156,[0.68286655]
3157,[0.75304932]
3158,[0.00202625]
3159,[1.38078711]
3160,[0.0629695]
3161,[1.91491776]
3162,[0.51495756]
3163,[1.71600987]
3164,[0.99777347]
3165,[2.37034614]
3166,[1.52025454]
3167,[2.38692645]
3168,[0.09374851]
3169,[1.09193064]
3170,[1.8993729]
3171,[0.72859293]
3172,[2.35106724]
3173,[0.64799976]
3174,[2.32679587]
3175,[1.92278088]
3176,[1.69754154]
3177,[0.38957177]
3178,[0.90690561]
3179,[2.01019366]
3180,[1.67170899]
3181,[1.74655935]
3182,[1.79646745]
3183,[0.69964404]
3184,[1.70609674]
3185,[1.83874661]
3186,[0.90756553]
3187,[0.47213872]
3188,[2.27640348]
3189,[2.46124522]
3190,[0.49526195]
3191,[1.68724547]
3192,[1.62356636]
3193,[0.59028007]
3194,[2.4430966]
3195,[0.3340784]
3196,[2.46938961]
3197,[0.74842035]
3198,[1.58469202]
3199,[0.73306582]
3200,[2.29420887]
3201,[0.45592582]
3202,[2.34181124]
3203,[2.21254451]
3204,[1.81298655]
3205,[0.13507976]
3206,[1.795929]
3207,[1.85922048]
3208,[0.66482118]
3209,[1.60826444]
3210,[0.98920235]
3211,[2.4755187]
3212,[1.26204985]
3213,[0.67506454]
3214,[1.1977555]
3215,[1.01806302]
3216,[0.99264989]
3217,[0.76909942]
3218,[1.15157712]
3219,[0.3181333]
3220,[1.28937808]
3221,[2.20397513]
3222,[2.19039969]
3223,[2.39030204]
3224,[2.28605531]
3225,[2.14559967]
3226,[0.36467787]
3227,[0.25712106]
3228,[2.38173596]
3229,[1.73590593]
3230,[1.5244135]
3231,[1.03872521]
3232,[0.34469394]
3233,[2.15737373]
3234,[1.16694411]
3235,[0.45830465]
3236,[0.12874456]
3237,[1.34072359]
3238,[1.08800195]
3239,[1.59510375]
3240,[0.51583138]
3241,[1.83400887]
3242,[0.34055862]
3243,[0.57372836]
3244,[0.71924618]
3245,[2.23968642]
3246,[0.88142765]
3247,[0.59250878]
3248,[1.75721565]
3249,[2.23570724]
3250,[2.19574764]
3251,[1.65617258]
3252,[0.62565935]
3253,[1.31114884]
3254,[1.65910194]
3255,[1.59226456]
3256,[2.09518931]
3257,[1.12925968]
3258,[2.16428743]
3259,[1.02507838]
3260,[0.03031791]
3261,[0.19672022]
3262,[0.96349986]
3263,[0.43025625]
3264,[0.64300301]
3265,[0.82412976]
3266,[1.88886971]
3267,[0.14429695]
3268,[2.18788116]
3269,[0.64611297]
3270,[1.1664236]
3271,[0.57739488]
3272,[0.18320655]
3273,[1.80083176]
3274,[0.35638036]
3275,[1.7731644]
3276,[0.62146222]
3277,[1.92011317]
3278,[2.30587964]
3279,[2.37536505]
3280,[1.83934604]
3281,[1.4404475]
3282,[0.90588374]
3283,[2.29611196]
3284,[0.29390145]
3285,[0.24440946]
3286,[2.37347727]
3287,[0.27153326]
3288,[2.45533574]
3289,[1.54708459]
3290,[1.49555029]
3291,[1.99249147]
3292,[0.6348544]
3293,[2.31375904]
3294,[2.02878111]
3295,[1.28801989]
3296,[0.18414499]
3297,[0.45381496]
3298,[1.71097222]
3299,[1.97049732]
3300,[1.66028034]
3301,[2.04711517]
3302,[1.94502844]
3303,[2.33858774]
3304,[1.44867944]
3305,[2.45552309]
3306,[1.16108639]
3307,[0.62110994]
3308,[0.25774702]
3309,[2.1240925]
3310,[2.12804298]
3311,[2.08402285]
3312,[1.78022821]
3313,[1.90136826]
3314,[0.00812678]
3315,[1.61697637]
3316,[2.47783312]
3317,[2.04964844]
3318,[2.31903089]
3319,[0.45164691]
3320,[0.01547837]
3321,[2.04047689]
3322,[1.0658945]
3323,[0.33947604]
3324,[2.03956528]
3325,[1.95466012]
3326,[0.70864634]
3327,[1.4599631]
3328,[0.73091323]
3329,[0.91153502]
3330,[1.56583466]
3331,[1.90731778]
3332,[2.1976105]
3333,[1.57598269]
3334,[0.1244552]
3335,[0.02275373]
3336,[1.89657541]
3337,[0.44076131]
3338,[2.04131129]
3339,[1.03468782]
3340,[1.41481945]
3341,[0.58058892]
3342,[2.25641991]
3343,[1.85542219]
3344,[0.5786953]
3345,[0.92029057]
3346,[0.03452809]
3347,[0.99890889]
3348,[1.18405247]
3349,[0.32597718]
3350,[2.14187089]
3351,[0.69379474]
3352,[0.13804474]
3353,[2.4171845]
3354,[2.05493303]
3355,[0.26785598]
3356,[0.28325045]
3357,[0.08318766]
3358,[0.65670388]
3359,[0.69301173]
3360,[1.68032777]
3361,[0.06488963]
3362,[1.72990021]
3363,[0.12035423]
3364,[2.45631835]
3365,[1.1015723]
3366,[1.47659956]
3367,[2.28032783]
3368,[2.16711955]
3369,[2.05370081]
3370,[0.82357347]
3371,[1.51690381]
3372,[0.48934323]
3373,[2.24503808]
3374,[1.1437781]
3375,[1.77861723]
3376,[2.32145669]
3377,[1.43407577]
3378,[0.38018403]
3379,[1.60035965]
3380,[1.14497759]
3381,[0.86078641]
3382,[0.80778562]
3383,[1.22304375]
3384,[0.65172748]
3385,[1.30696874]
3386,[0.64828073]
3387,[0.66330848]
3388,[1.07594342]
3389,[0.30370579]
3390,[1.19643377]
3391,[0.64419675]
3392,[0.33352455]
3393,[1.15642767]
3394,[0.03413767]
3395,[0.59204216]
3396,[1.53326358]
3397,[0.56543845]
3398,[2.12961175]
3399,[1.13927737]
3400,[2.37948055]
3401,[1.42854154]
3402,[1.97591017]
3403,[2.2497175]
3404,[0.55863068]
3405,[0.32392536]
3406,[0.6938883]
3407,[1.27086841]
3408,[2.101471]
3409,[0.29984652]
3410,[0.8582873]
3411,[1.43742641]
3412,[0.39200597]
3413,[0.60581711]
3414,[0.40745651]
3415,[0.67334276]
3416,[1.18131781]
3417,[0.09972062]
3418,[0.31433843]
3419,[0.13238006]
3420,[0.66341585]
3421,[2.25209419]
3422,[0.93859676]
3423,[2.05546409]
3424,[0.51266362]
3425,[1.51997029]
3426,[2.16992738]
3427,[0.37443664]
3428,[0.07006339]
3429,[0.11734112]
3430,[0.51721047]
3431,[1.43187832]
3432,[1.87978889]
3433,[0.27388844]
3434,[0.47094016]
3435,[0.03583482]
3436,[0.59644111]
3437,[0.35107482]
3438,[1.62707161]
3439,[1.90206742]
3440,[1.36971853]
3441,[0.76599744]
3442,[1.5476391]
3443,[0.2408693]
3444,[0.62723885]
3445,[1.15256796]
3446,[0.36753244]
3447,[1.97693396]
3448,[2.01308667]
3449,[1.46820049]
3450,[0.78346286]
3451,[0.79447231]
3452,[0.25137727]
3453,[0.99338985]
3454,[0.83848756]
3455,[1.49642748]
3456,[2.49671428]
3457,[2.48275539]
3458,[2.40483116]
3459,[2.10027545]
3460,[2.32690326]
3461,[1.59787444]
3462,[0.68388324]
3463,[1.8630234]
3464,[0.255367]
3465,[1.64428112]
3466,[0.41915331]
3467,[0.07164369]
3468,[0.87439405]
3469,[0.87864504]
3470,[2.31530098]
3471,[1.74923825]
3472,[2.32024843]
3473,[1.62752741]
3474,[2.40842208]
3475,[2.1972908]
3476,[2.43492741]
3477,[1.38545356]
3478,[0.31838618]
3479,[1.90839571]
3480,[1.19664268]
3481,[1.98026407]
3482,[1.47575791]
3483,[1.24502577]
3484,[0.61106852]
3485,[2.07065755]
3486,[2.14499571]
3487,[2.15139494]
3488,[2.39483083]
3489,[0.98977851]
3490,[0.59945495]
3491,[1.06444002]
3492,[0.57630168]
3493,[1.38975438]
3494,[1.28292285]
3495,[1.10344907]
3496,[1.91908194]
3497,[1.63878683]
3498,[1.17146001]
3499,[0.2763449]
3500,[0.34684757]
3501,[1.67360425]
3502,[0.03477038]
3503,[2.11055577]
3504,[1.86502711]
3505,[0.02788747]
3506,[1.26024014]
3507,[1.56647326]
3508,[0.38166787]
3509,[0.74903754]
3510,[2.04944949]
3511,[0.27333389]
3512,[0.48039478]
3513,[1.12176165]
3514,[1.622234]
3515,[0.86937678]
3516,[0.86051893]
3517,[0.09468246]
3518,[2.31305984]
3519,[1.74768525]
3520,[2.23266685]
3521,[0.43128669]
3522,[0.80568069]
3523,[0.13864534]
3524,[2.22909066]
3525,[2.47695774]
3526,[0.97818687]
3527,[0.15875328]
3528,[2.0539228]
3529,[0.82794381]
3530,[1.98778292]
3531,[1.54298169]
3532,[0.45101855]
3533,[1.18442746]
3534,[0.24006217]
3535,[0.00973814]
3536,[0.29692095]
3537,[1.43046477]
3538,[2.49242281]
3539,[0.52419362]
3540,[2.36046408]
3541,[2.22331793]
3542,[0.36996286]
3543,[0.60482985]
3544,[2.4454222]
3545,[1.94050354]
3546,[1.77607664]
3547,[0.19573374]
3548,[0.53039422]
3549,[1.29637016]
3550,[1.36252913]
3551,[0.50340635]
3552,[0.02416817]
3553,[0.37965325]
3554,[2.27019385]
3555,[1.43026414]
3556,[1.21525878]
3557,[0.75056748]
3558,[2.29795137]
3559,[1.0998314]
3560,[1.85533205]
3561,[1.78586404]
3562,[1.35240361]
3563,[0.97422987]
3564,[2.20459292]
3565,[1.09920661]
3566,[1.98252159]
3567,[0.67678888]
3568,[2.18915238]
3569,[1.35459118]
3570,[1.76500966]
3571,[0.44752517]
3572,[1.75673863]
3573,[1.10321005]
3574,[1.48185921]
3575,[0.35724872]
3576,[1.46065591]
3577,[0.04119583]
3578,[1.62573744]
3579,[0.0414989]
3580,[2.09921228]
3581,[0.31908802]
3582,[1.26175016]
3583,[2.33898015]
3584,[2.27438205]
3585,[1.69322243]
3586,[0.94911033]
3587,[0.25386176]
3588,[1.56562565]
3589,[0.16754859]
3590,[2.27307733]
3591,[1.41912758]
3592,[1.91004647]
3593,[1.23529379]
3594,[0.79930377]
3595,[1.43586815]
3596,[1.62030307]
3597,[1.54673991]
3598,[1.61483234]
3599,[1.55370421]
3600,[1.83767911]
3601,[2.00919667]
3602,[2.09031047]
3603,[0.86581728]
3604,[1.76678712]
3605,[0.73182193]
3606,[1.62999504]
3607,[1.71355021]
3608,[0.60987399]
3609,[1.12097814]
3610,[1.8018661]
3611,[0.60734919]
3612,[0.75221465]
3613,[2.29693894]
3614,[0.78474078]
3615,[0.56317506]
3616,[2.00322115]
3617,[2.4005397]
3618,[1.28524727]
3619,[1.30079531]
3620,[1.48810604]
3621,[0.18476358]
3622,[0.45062216]
3623,[0.00574032]
3624,[0.50187974]
3625,[1.80160721]
3626,[0.09139283]
3627,[2.19316987]
3628,[2.38366381]
3629,[0.87111721]
3630,[1.98855178]
3631,[0.39818033]
3632,[1.07579453]
3633,[0.70157015]
3634,[0.12233037]
3635,[1.87985564]
3636,[0.9774086]
3637,[2.22288027]
3638,[0.62181506]
3639,[0.75748202]
3640,[0.50711906]
3641,[0.70082324]
3642,[1.30361991]
3643,[1.21828069]
3644,[1.08582308]
3645,[1.23207176]
3646,[0.15700957]
3647,[1.19036189]
3648,[0.61385068]
3649,[1.50254806]
3650,[0.41966644]
3651,[0.13657708]
3652,[2.3885043]
3653,[0.65559213]
3654,[2.38552833]
3655,[0.54412127]
3656,[1.99441678]
3657,[1.97702468]
3658,[2.48281054]
3659,[2.0155012]
3660,[1.89535306]
3661,[0.92944723]
3662,[0.32152396]
3663,[1.9659259]
3664,[1.80205912]
3665,[1.10084632]
3666,[0.24565659]
3667,[0.5273964]
3668,[1.72928942]
3669,[0.13825191]
3670,[1.77674319]
3671,[2.13014302]
3672,[1.66284072]
3673,[2.18038707]
3674,[0.86031117]
3675,[1.98784477]
3676,[1.64100753]
3677,[1.80911011]
3678,[1.80725537]
3679,[2.47145465]
3680,[2.16853501]
3681,[1.87438877]
3682,[1.23784838]
3683,[1.630653]
3684,[1.08302128]
3685,[1.13847359]
3686,[2.22805091]
3687,[0.11438214]
3688,[2.01648635]
3689,[1.94926755]
3690,[0.01359288]
3691,[0.44917612]
3692,[0.24912087]
3693,[1.85331953]
3694,[2.11215317]
3695,[0.3828052]
3696,[0.35465406]
3697,[2.26522636]
3698,[1.29479342]
3699,[1.39172774]
3700,[2.01989773]
3701,[1.20022037]
3702,[0.41348376]
3703,[1.20284506]
3704,[0.84891411]
3705,[0.84111641]
3706,[1.11331515]
3707,[1.8904366]
3708,[1.85787074]
3709,[1.32213721]
3710,[1.45352533]
3711,[0.98435268]
3712,[0.81675453]
3713,[1.76084784]
3714,[1.51709339]
3715,[2.1681314]
3716,[0.92154985]
3717,[0.46476452]
3718,[1.00530057]
3719,[2.37970658]
3720,[1.64403986]
3721,[1.23681107]
3722,[2.27568737]
3723,[1.36833276]
3724,[0.25989309]
3725,[0.15425415]
3726,[0.62124451]
3727,[2.31935044]
3728,[1.05689252]
3729,[1.34485726]
3730,[0.45334883]
3731,[1.42286383]
3732,[0.77685278]
3733,[1.20757832]
3734,[1.52315336]
3735,[1.05652602]
3736,[1.68840771]
3737,[1.8490422]
3738,[1.27077366]
3739,[1.17306435]
3740,[1.3213064]
3741,[1.08055228]
3742,[0.8797885]
3743,[1.47190541]
3744,[1.9515447]
3745,[1.51803266]
3746,[0.43207199]
3747,[2.32312577]
3748,[2.18347017]
3749,[1.55248484]
3750,[2.23006186]
3751,[0.31009346]
3752,[1.41862784]
3753,[0.60220313]
3754,[2.27090228]
3755,[0.44549688]
3756,[1.43606399]
3757,[1.15741634]
3758,[0.61205334]
3759,[1.12676147]
3760,[0.99689102]
3761,[0.10912002]
3762,[0.54195286]
3763,[0.61020942]
3764,[1.21333286]
3765,[1.75318448]
3766,[0.52852081]
3767,[0.43184998]
3768,[0.18288248]
3769,[0.26924311]
3770,[0.32848377]
3771,[0.64868052]
3772,[0.22271301]
3773,[2.26736131]
3774,[1.53080939]
3775,[0.79022154]
3776,[2.14845765]
3777,[0.85859295]
3778,[2.19816196]
3779,[2.40705212]
3780,[0.67945822]
3781,[0.35606705]
3782,[0.91367989]
3783,[2.03522355]
3784,[1.09884459]
3785,[2.11895057]
3786,[1.46312185]
3787,[0.02015251]
3788,[1.88111317]
3789,[1.94411024]
3790,[1.58432217]
3791,[0.28206412]
3792,[0.90909085]
3793,[1.76412153]
3794,[0.77221191]
3795,[0.07786397]
3796,[0.08108321]
3797,[0.79765963]
3798,[0.30173428]
3799,[1.76282942]
3800,[1.34218845]
3801,[1.22802637]
3802,[0.95268876]
3803,[0.74437817]
3804,[1.04074395]
3805,[0.29840379]
3806,[1.24184417]
3807,[1.27337628]
3808,[1.0190611]
3809,[0.89649024]
3810,[2.01062298]
3811,[0.2486591]
3812,[0.19080564]
3813,[2.27455575]
3814,[1.54483367]
3815,[0.13081651]
3816,[1.05282807]
3817,[1.2409708]
3818,[1.71726061]
3819,[1.34536645]
3820,[1.04580123]
3821,[0.75781167]
3822,[0.03335277]
3823,[0.52501686]
3824,[1.9319876]
3825,[0.77412354]
3826,[0.48742285]
3827,[0.52315504]
3828,[2.07339275]
3829,[0.12632627]
3830,[1.26425031]
3831,[1.46431315]
3832,[1.71269843]
3833,[1.5928243]
3834,[2.25973792]
3835,[1.26625932]
3836,[0.41776133]
3837,[0.90702223]
3838,[1.15947359]
3839,[1.61979436]
3840,[1.80942932]
3841,[1.8126228]
3842,[0.12096572]
3843,[0.8947901]
3844,[0.5281977]
3845,[0.28552809]
3846,[1.26386902]
3847,[0.18232573]
3848,[0.60804517]
3849,[0.60438707]
3850,[0.16153192]
3851,[0.34284359]
3852,[2.0503071]
3853,[1.56945278]
3854,[1.35512609]
3855,[0.5536217]
3856,[1.61538716]
3857,[1.59969194]
3858,[1.55096376]
3859,[1.20224114]
3860,[0.47149666]
3861,[0.30893113]
3862,[1.8497227]
3863,[0.76033841]
3864,[1.36758083]
3865,[0.99465283]
3866,[2.3310768]
3867,[2.40613635]
3868,[0.08847183]
3869,[1.88215622]
3870,[1.86164576]
3871,[1.2727903]
3872,[0.08928187]
3873,[1.34697782]
3874,[0.16708656]
3875,[1.96158551]
3876,[0.21395239]
3877,[1.38008296]
3878,[1.63575675]
3879,[1.42873421]
3880,[1.35323188]
3881,[1.24741434]
3882,[0.14041338]
3883,[1.89819006]
3884,[0.63532284]
3885,[0.24675323]
3886,[0.52180533]
3887,[2.36108226]
3888,[1.9225784]
3889,[2.09693478]
3890,[0.72421381]
3891,[0.13666388]
3892,[1.80387574]
3893,[0.50253219]
3894,[0.51609487]
3895,[0.42813297]
3896,[2.22625486]
3897,[0.89865905]
3898,[1.33076441]
3899,[1.15521483]
3900,[0.64542454]
3901,[0.45351197]
3902,[1.39054758]
3903,[0.16373028]
3904,[0.15588832]
3905,[0.76790301]
3906,[0.6982415]
3907,[1.73180895]
3908,[1.29407455]
3909,[0.81942324]
3910,[0.58091762]
3911,[1.28304267]
3912,[0.33636293]
3913,[0.71099695]
3914,[0.89631584]
3915,[2.00785806]
3916,[1.27563524]
3917,[2.02630906]
3918,[1.84298978]
3919,[0.54743869]
3920,[1.76599195]
3921,[1.25310996]
3922,[0.40811311]
3923,[0.33386749]
3924,[1.00673161]
3925,[1.2442909]
3926,[1.32825891]
3927,[1.13300869]
3928,[2.28702011]
3929,[1.34664742]
3930,[0.45800485]
3931,[1.05103092]
3932,[2.43351217]
3933,[1.98321067]
3934,[1.53240203]
3935,[0.27733844]
3936,[1.4723038]
3937,[0.45681981]
3938,[1.25172059]
3939,[1.26988656]
3940,[1.32921229]
3941,[1.39894367]
3942,[0.01137687]
3943,[2.38018451]
3944,[0.49217241]
3945,[0.0319418]
3946,[2.21338052]
3947,[2.46289709]
3948,[1.59885985]
3949,[1.10298107]
3950,[1.65514634]
3951,[0.85911561]
3952,[1.52090121]
3953,[0.83239321]
3954,[1.79814448]
3955,[0.24988686]
3956,[0.90047981]
3957,[0.86139644]
3958,[2.07939497]
3959,[0.0500983]
3960,[1.84448138]
3961,[0.94999829]
3962,[1.93227992]
3963,[2.31741165]
3964,[0.98203061]
3965,[2.36949505]
3966,[1.46720885]
3967,[2.15495314]
3968,[1.10231993]
3969,[1.75920324]
3970,[2.07788043]
3971,[2.20077043]
3972,[2.1564338]
3973,[1.0908523]
3974,[2.04799917]
3975,[2.35487338]
3976,[1.32041774]
3977,[1.73564982]
3978,[2.01471686]
3979,[1.75365754]
3980,[2.35540604]
3981,[0.78705691]
3982,[0.0093618]
3983,[2.22029312]
3984,[2.22789996]
3985,[1.26149264]
3986,[1.41306423]
3987,[1.98889515]
3988,[2.12338206]
3989,[0.03993775]
3990,[1.21115873]
3991,[0.42439444]
3992,[0.14722489]
3993,[0.64993551]
3994,[0.04525672]
3995,[1.4697977]
3996,[0.71015807]
3997,[2.08154983]
3998,[0.79896756]
3999,[0.56437567]
4000,[0.2015005]
4001,[1.64743751]
4002,[0.60064443]
4003,[1.43860497]
4004,[1.32063845]
4005,[0.22001319]
4006,[1.16466458]
4007,[2.37853887]
4008,[2.43265859]
4009,[1.65861363]
4010,[0.41470084]
4011,[1.54401094]
4012,[1.65643051]
4013,[1.76134039]
4014,[1.87786579]
4015,[2.36356176]
4016,[0.9006494]
4017,[2.34657604]
4018,[1.87228234]
4019,[2.07551432]
4020,[1.93158071]
4021,[2.06551659]
4022,[2.06342009]
4023,[2.14835589]
4024,[0.011135]
4025,[2.39534736]
4026,[0.7943271]
4027,[0.39402851]
4028,[2.24052382]
4029,[0.24490773]
4030,[0.55414838]
4031,[1.38475497]
4032,[0.18725763]
4033,[1.89829137]
4034,[0.26634626]
4035,[1.3837465]
4036,[2.35191739]
4037,[0.9882808]
4038,[0.06915238]
4039,[1.43930589]
4040,[0.69439645]
4041,[0.03816227]
4042,[1.50126169]
4043,[1.14756594]
4044,[0.11546704]
4045,[0.69708486]
4046,[0.81300995]
4047,[2.00832971]
4048,[1.95215181]
4049,[0.93967848]
4050,[0.32106313]
4051,[1.80475478]
4052,[0.82734662]
4053,[1.99153939]
4054,[0.66720284]
4055,[0.14272664]
4056,[2.23770809]
4057,[0.35027596]
4058,[1.65711601]
4059,[1.08957757]
4060,[2.34469081]
4061,[2.1711596]
4062,[0.47062892]
4063,[0.2103176]
4064,[1.35540718]
4065,[0.91040138]
4066,[2.32790974]
4067,[0.46040753]
4068,[1.17915539]
4069,[0.17542567]
4070,[0.81792252]
4071,[0.35138738]
4072,[0.04031185]
4073,[0.94550717]
4074,[2.37651174]
4075,[1.03113965]
4076,[2.41383976]
4077,[1.02968616]
4078,[0.43084223]
4079,[1.38530773]
4080,[1.82435677]
4081,[0.85454465]
4082,[0.76173078]
4083,[0.33685173]
4084,[2.27958097]
4085,[1.10128062]
4086,[1.00543353]
4087,[2.34858248]
4088,[2.06579557]
4089,[1.53561687]
4090,[1.31246558]
4091,[0.87552483]
4092,[0.90732635]
4093,[0.78859344]
4094,[2.04296894]
4095,[1.81187101]
4096,[2.30478796]
4097,[0.21620857]
4098,[2.18010607]
4099,[1.20353062]
4100,[1.49950105]
4101,[1.04049893]
4102,[0.72128922]
4103,[0.13746446]
